c1.company_id,c1.company_name,c1.industry,c1.sector,c1.categories,c1.company_status,c1.company_type,c1.address,c1.postal_code,c1.city,c1.country,c1.state,c1.foundation_year,c1.registration_date,c1.website,c1.rank,c1.market_cap_or_valuation,c1.number_of_employees,c1.ceo,c1.assets,c1.profit_or_net_income,c1.revenue,c1.share_price,c1.change_1_day,c1.change_1_year,c1.debts,c1.phone,c1.notes_or_description,c2.company_id,c2.company_name,c2.industry,c2.sector,c2.categories,c2.company_status,c2.company_type,c2.address,c2.postal_code,c2.city,c2.country,c2.state,c2.foundation_year,c2.registration_date,c2.website,c2.rank,c2.market_cap_or_valuation,c2.number_of_employees,c2.ceo,c2.assets,c2.profit_or_net_income,c2.revenue,c2.share_price,c2.change_1_day,c2.change_1_year,c2.debts,c2.phone,c2.notes_or_description,similarity_score,is_match
3284,javelin global commodities (uk),,,,,,7 howick place,sw1p 1bb,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/javelin-global-commodities-ltd.gbd3nfc1v.html,,,,,,,,,,,,,headquarter,,marshmallow,fintech,,,,,,,london,united kingdom,,2017.0,9/8/2021,,,$1.25b,,,,,,,,,,,angel,23.809523809523814,False
2953,morgan stanley bank international,,,,,,25 cabot square,e14 4qw,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/morgan-stanley-bank-international-limited.gbd3x9nj1.html,,,,,,,,,,,,,headquarter,25,ronly,,,,,,201 haverstock hill,nw3 4qg,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ronly-limited.gbde5qo3b.html,,,,,,,,,,,,,headquarter,26.315789473684216,False
2692,kelkoo.com (uk),,,,,,"6th floor portland house, bressenden place",sw1e 5bh,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/kelkoocom-limited.gbd3y0hsy.html,,,,,,,,,,,,,,125,parity public,,,,,,82 st. john street,ec1m 4jn,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/parity-group-public-limited-company.gbd3w5lzb.html,,,,,,,,,,,,,headquarter,21.42857142857143,False
,dmed biopharmaceutical,health,,,,,,,shanghai,china,,2016.0,7/12/2021,,,$1b,,,,,,,,,,,series c - ii,,edaili,e-commerce & direct-to-consumer,,,,,,,shanghai,china,,,2/1/2019,,,$1.9b,,,,,,,,,,,series d,21.42857142857143,False
660,fidelity investments institutional operations,,,,,,245 summer st,22101129,boston,united states,massachusetts(ma),,,https://www.info-clipper.com/en/company/united-states/fidelity-investments-institutional-operations-company-inc.usd2hxwax.html,,,,,,,,,,,,,headquarter,4629,intercontinental boston,,,,,,510 atlantic ave,022102210,boston,united states,massachusetts(ma),,,https://www.info-clipper.com/en/company/united-states/intercontinental-boston.usdcyylag.html,,,,,,,,,,,,,single address,38.23529411764706,False
2800,credit suisse securities (europe),,,,,,one cabot square,e14 4qj,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/credit-suisse-securities-limited.gbd3hxq7p.html,,,,,,,,,,,,,headquarter,2905,netscout uk,,,,,,100 new bridge street,ec4v 6ja,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/netscout-systems-uk-holdings-limited.gbd3m31eb.html,,,,,,,,,,,,,headquarter,36.36363636363637,False
,ximalaya fm,mobile & telecommunications,,,,,,,shanghai,china,,2012.0,9/22/2017,,,$1.52b,,,,,,,,,,,series d,,youxia motors,auto & transportation,,,,,,,shanghai,china,,2014.0,4/2/2018,,,$3.35b,,,,,,,,,,,series b - ii,41.66666666666666,False
4519,ihs global,,,,,,"4th floor ropemaker place, 25 ropemaker street",ec2y 9ly,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ihs-global-limited.gbd3l8xmv.html,,,,,,,,,,,,,headquarter,2437,tokio marine kiln insurance,,,,,,20 fenchurch street,ec3m 3by,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/tokio-marine-kiln-insurance-limited.gbd3r7unx.html,,,,,,,,,,,,,headquarter,21.62162162162162,False
3103,prinova europe,,,,,,10 aldersgate street,ec1a 4hj,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/prinova-europe-limited.gbdc49d4r.html,,,,,,,,,,,,,headquarter,997,sumitomo mitsui trust bank,,,,,,155 bishopsgate,ec2m 3xu,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/sumitomo-mitsui-trust-bank-limited.gbd3hyai4.html,,,,,,,,,,,,,single address,20.0,False
1109,howden italia,,,,,,via della posta 7,20123,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/howden-italia-spa.itd7avntn.html,,,,,,,,,,,,,headquarter,,scalapay,fintech,,,,,,,milano,italy,,2019.0,2/23/2022,,,$1b,,,,,,,,,,,series b - ii,28.57142857142857,False
,glia,fintech,,,,,,,new york,united states,,2012.0,3/21/2022,,,$1b,,,,,,,,,,,unattributed,,papaya global,internet software & services,,,,,,,new york,united states,,2016.0,3/4/2021,,,$3.7b,,,,,,,,,,,series d,35.29411764705882,False
2344,castell safety international,,,,,,the castell building 217 kingsbury road,nw9 9pq,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/castell-safety-international-limited.gbd4ua9sj.html,,,,,,,,,,,,,headquarter,3551,edf energy,,,,,,90 whitfield street,w1t 4ez,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/edf-energy-limited.gbd3yubyn.html,,,,,,,,,,,,,headquarter,31.57894736842105,False
3067,crvc uk,,,,,,"suite 25 2 station court, imperial wharf",sw6 2py,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/crvc-uk-limited.gbd3r8ssi.html,,,,,,,,,,,,,,3788,jones lang lasalle europe,,,,,,30 warwick street,w1b 5nh,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/jones-lang-lasalle-europe-limited.gbd3y6iww.html,,,,,,,,,,,,,headquarter,12.5,False
,indriver,auto & transportation,,,,,,,mountain view,united states,,2013.0,2/1/2021,,,$1.23 b,,,,,,,,,,,series c,804,xxvi,,,,,,1600 amphitheatre pkwy,940431351,mountain view,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/xxvi-holdings-inc.usd1cexcn.html,,,,,,,,,,,,,headquarter,16.666666666666664,False
3115,sapient,,,,,,turnmill 63 turnmill street,ec1m 5rr,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/sapient-limited.gbd86b88c.html,,,,,,,,,,,,,single address,3408,shell of turkey (the),,,,,,shell centre york road,se1 7na,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/shell-company-of-turkey-limited.gbd4rnexo.html,,,,,,,,,,,,,headquarter,21.42857142857143,False
4246,investec 1,,,,,,2 gresham street,ec2v 7qp,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/investec-1-limited.gbd3i7bvj.html,,,,,,,,,,,,,headquarter,1423,mediacom,,,,,,124 theobalds road,wc1x 8rx,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/mediacom-group-limited.gbd3s0fpw.html,,,,,,,,,,,,,headquarter,22.22222222222222,False
2893,venrex abc i nominees,,,,,,first floor office st james house,w8 5hd,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/venrex-abc-i-nominees-limited.gbd3pjlx5.html,,,,,,,,,,,,,single address,2686,vitol,,,,,,"4th floor, nova south 160 victoria street",sw1e 5lb,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/vitol-services-limited.gbd3y501q.html,,,,,,,,,,,,,,15.384615384615383,False
,apollo fiege integrated logistics,logistics,,,,private,,,unknown,,,2012 (11 yrs old),,,,,,,,,,,,,,,,2abea3d76fdc41459e935e47fb8dd533,apollo hospitals enterprise,,,"['Healthcare', 'Hospitals', 'Healthcare Service', 'HealthCare Products']",,,,,unknown,india,chennai,,,https://www.apollohospitals.com/,"1,993",,"62,939",,"1,651 million usd",132 million usd,"1,819 million usd",,,,916 million usd,,,60.0,False
2036,grenadier,,,,,,park house 16/18 finsbury circus,ec2m 7eb,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/grenadier-holdings-plc.gbd3wgzmo.html,,,,,,,,,,,,,,1766,the swatch (uk),,,,,,newham dockside 1000 dockside road,e16 2qu,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/the-swatch-group-limited.gbd3h5qrc.html,,,,,,,,,,,,,headquarter,16.666666666666664,False
272,bloomberg finance l.p,,,,,,731 lexington ave,100221331,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/bloomberg-finance-lp.usdde8pc1.html,,,,,,,,,,,,,headquarter,4458,insider,,,,,,1 liberty plz fl 8,100061431,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/insider-inc.usddrp03i.html,,,,,,,,,,,,,headquarter,21.42857142857143,False
,instabase,data management & analytics,,,,,,,san francisco,united states,,2015.0,10/21/2019,,,$1.05b,,,,,,,,,,,series b,1035,remote,,,,,,18 bartol st ste 1128,941334501,san francisco,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/remote-technology-inc.usd1xrh7j.html,,,,,,,,,,,,,headquarter,26.66666666666667,False
643,bnp paribas net,,,,,,10 harewood avenue,nw1 6aa,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/bnp-paribas-net-limited.gbd3r7bnf.html,,,,,,,,,,,,,single address,4375,ineos,,,,,,38 hans crescent,sw1x 0lz,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ineos-group-holdings-limited.gbd3o5qp1.html,,,,,,,,,,,,,headquarter,30.000000000000004,False
2948,first advisory,,,,,,piazzale luigi cadorna 10,20123,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/first-advisory-srl.itd74xxks.html,,,,,,,,,,,,,headquarter,2252,hmv engineering,,,,,,via dell'annunciata 23/4,20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/hmv-engineering-srl.itd7b6qxv.html,,,,,,,,,,,,,single address,20.68965517241379,False
1340,cgi italia,,,,,,piazza filippo meda 3,20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/cgi-italia-srl.itd9bk6km.html,,,,,,,,,,,,,headquarter,4565,kellydeli,,,,,,via archimede 10,20129,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/kellydeli-srl.itd76dhwv.html,,,,,,,,,,,,,headquarter,21.052631578947366,False
1365,american express travel related,,,,,,200 vesey st,102850002,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/american-express-travel-related-services-company-inc.usd1acknc.html,,,,,,,,,,,,,headquarter,1732,nespresso usa,,,,,,111 w 33rd st # 5,100012904,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/nespresso-usa-inc.usdd54cyx.html,,,,,,,,,,,,,headquarter,40.90909090909091,False
333,ip2ipo,,,,,,2nd floor 3 pancras square kings cross,n1c 4ag,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ip2ipo-limited.gbd3neopu.html,,,,,,,,,,,,,headquarter,,stability ai,artificial intelligence,,,,,,,london,united kingdom,,2019.0,10/5/2022,,,$1b,,,,,,,,,,,seed vc,22.22222222222222,False
1210,accor uk business leisure hotels,,,,,,10 hammersmith grove,w6 7ap,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/accor-uk-business-leisure-hotels-limited.gbd3law77.html,,,,,,,,,,,,,headquarter,1087,ascent flight training (holdings),,,,,,33 wigmore street,w1u 1qx,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ascent-flight-training-limited.gbd3hos80.html,,,,,,,,,,,,,headquarter,30.76923076923077,False
2701,asos.com,,,,,,greater london house hampstead road,nw1 2jp,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/asoscom-limited.gbd3wferi.html,,,,,,,,,,,,,headquarter,465,smbc bank international,,,,,,100 liverpool street,ec2m 2at,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/smbc-bank-international-plc.gbdc52gzu.html,,,,,,,,,,,,,,25.806451612903224,False
3890,colt,,,,,,colt house 20 great eastern street,ec2a 3eh,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/colt-technology-services.gbd8cjcu8.html,,,,,,,,,,,,,headquarter,4528,johnson matthey davy technologies,,,,,,10 eastbourne terrace,w2 6lg,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/johnson-matthey-davy-technologies-limited.gbd3igskh.html,,,,,,,,,,,,,headquarter,16.216216216216218,False
,gympass,internet software & services,,,,,,,new york,united states,,2012.0,6/12/2019,,,$2.2b,,,,,,,,,,,unattributed - ii,1392,reuters news media,,,,,,3 times sq 12th fl,100366567,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/reuters-news-media-inc.usd1xeyc0.html,,,,,,,,,,,,,single address,32.0,False
2776,chesterfield insurance brokers,,,,,,f floor 1 minster court,ec3r 7aa,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/chesterfield-insurance-brokers-limited.gbdcuvwo5.html,,,,,,,,,,,,,headquarter,2698,thomson reuters,,,,,,five canada square canary wharf,e14 5aq,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/thomson-reuters-group-limited.gbd8fu3f4.html,,,,,,,,,,,,,,35.55555555555555,False
,grafana labs,internet software & services,,,,,,,new york,united states,,2014.0,3/25/2021,,,$4.93b,,,,,,,,,,,series d,1098,major league baseball properties,,,,,,1271 ave of the americas,100201300,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/major-league-baseball-properties-inc.usd1ay7b7.html,,,,,,,,,,,,,headquarter,27.27272727272727,False
11903841,bad gay in a good way,,,,active,private limited company,"60 queen mary road, london, england, se19 3nw",,unknown,,,25 march 2019,,,,,,,,,,,,,,,58110 - book publishing,14251693,bad beez studio,,,,active,private limited company,"56 hare street, london, england, se18 6lz",,unknown,,,22 july 2022,,,,,,,,,,,,,,,96020 - hairdressing and other beauty treatment,38.888888888888886,False
,relativity,internet software & services,,,,,,,chicago,united states,,2001.0,3/18/2021,,,$3.6b,,,,,,,,,,,private equity,1819,stein roe investment counsel,,,,,,181 w madison st ste 3600,606024641,chicago,united states,illinois(il),,,https://www.info-clipper.com/en/company/united-states/stein-roe-investment-counsel-inc.usd4s4lq.html,,,,,,,,,,,,,headquarter,26.315789473684216,False
4376,accenture,,,,,,via nino bonnet 10,20154,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/accenture-spa.itd78tok8.html,,,,,,,,,,,,,headquarter,3744,ca indosuez wealth europe,,,,,,piazza cavour 2,20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/ca-indosuez-wealth-europe.itd774ubz.html,,,,,,,,,,,,,single address,29.411764705882348,False
,kraken,fintech,,,,,,,san francisco,united states,,2011.0,6/25/2019,,,$2.92b,,,,,,,,,,,corporate minority,1035,remote,,,,,,18 bartol st ste 1128,941334501,san francisco,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/remote-technology-inc.usd1xrh7j.html,,,,,,,,,,,,,headquarter,33.333333333333336,False
1597,mi-gso italia,,,,,,piazza paolo ferrari 8,20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/mi-gso-italia-srl.itd7b60fx.html,,,,,,,,,,,,,headquarter,1037,tre altamira,,,,,,ripa di porta ticinese 79,20143,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/tre-altamira-srl.itdaf0a7g.html,,,,,,,,,,,,,headquarter,40.0,False
425,absa securities united kingdom,,,,,,40 bank street,e14 5nr,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/absa-securities-united-kingdom-limited.gbd3p37kx.html,,,,,,,,,,,,,single address,,payfit,fintech,,,,,,,london,united kingdom,,2016.0,1/6/2022,,,$2.1b,,,,,,,,,,,series e,16.666666666666664,False
2797,credit suisse,,,,,,north colonnade canary wharf,e14 4ey,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/credit-suisse-ag.gbd3hpxei.html,,,,,,,,,,,,,headquarter,2356,fetch media,,,,,,"unit 3.09, the tea building 56 shoreditch high street",e1 6jj,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/fetch-media-limited.gbd3lgtux.html,,,,,,,,,,,,,headquarter,33.333333333333336,False
1240,corporate travel management (europe),,,,,,senator house 85 queen victoria street,ec4v 4ab,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/corporate-travel-management-limited.gbdc80uwv.html,,,,,,,,,,,,,headquarter,1979,morgan stanley international,,,,,,25 cabot square,e14 4qa,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/morgan-stanley-co-international-plc.gbd4xt3x4.html,,,,,,,,,,,,,headquarter,37.5,False
2533,ascot insurance,,,,,,20 fenchurch street,ec3m 3by,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ascot-insurance-holdings-limited.gbd3outwq.html,,,,,,,,,,,,,single address,181,lch,,,,,,10 paternoster square,ec4m 7ls,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/lch-limited.gbd3h4yyv.html,,,,,,,,,,,,,headquarter,11.111111111111116,False
2161,kroll,,,,,,55 e 52nd st fl 17,100550029,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/kroll-llc.usd97brgs.html,,,,,,,,,,,,,headquarter,,vts,internet software & services,,,,,,,new york,united states,,2012.0,5/7/2019,,,$1.47b,,,,,,,,,,,series e,0.0,False
459,nordic contractors,,,,,,liivalaia tn 13,10118,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/nordic-contractors-as.eed8ulp4n.html,,,,,,,,,,,,,headquarter,287,raglor,,,,,,laki poik 6,12918,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/raglor-ou.eedapczvl.html,,,,,,,,,,,,,headquarter,33.333333333333336,False
1489,ds smith,,,,,,350 euston road,nw1 3ax,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/ds-smith-plc.gbd3hz0st.html,,,,,,,,,,,,,headquarter,3058,rothschild,,,,,,new court 1-10 st. swithin's lane,ec4n 8al,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/rothschild-limited.gbd4s60er.html,,,,,,,,,,,,,headquarter,22.22222222222222,False
139,fibenol,,,,,,moisa tn 4,13522,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/fibenol-ou.eed8vci35.html,,,,,,,,,,,,,single address,3649,rail baltic estonia,,,,,,endla tn 16,10142,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/rail-baltic-estonia-ou.eed8d6dx1.html,,,,,,,,,,,,,single address,30.76923076923077,False
,element 25,,,,,,,,unknown,,,,,https://disfold.com/company/element-25-limited/,,a$156.8 million,not found,not found,,,,,,,,,,h-it0007956770,electrade,"transportation, communications, electric, gas, and sanitary services",,,,corporation,"via aristide nonis 68/a, marostica, 36063, vicenza, italy",,unknown,italy,,2006,,,,,,,,,,,,,,,,42.10526315789473,False
398,niococktails,,,,,,via ansperto 10,20123,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/niococktails-srl.itd78sjzu.html,,,,,,,,,,,,,headquarter,4017,pasticceria confetteria cova,,,,,,via pietro cossa 2,20122,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/pasticceria-confetteria-cova-srl.itd77j3uj.html,,,,,,,,,,,,,headquarter,30.000000000000004,False
999,bny mellon national association,,,,,,48 wall st,100052903,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/bny-mellon-national-association.usddp0alj.html,,,,,,,,,,,,,headquarter,4137,finn partners,,,,,,301 e 57th st,100225997,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/finn-partners-inc.usd1auams.html,,,,,,,,,,,,,headquarter,31.818181818181824,False
2203,herbert smith freehills llp,,,,,,exchange house 12 primrose street,ec2a 2eg,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/herbert-smith-freehills-llp.gbd5pj7ng.html,,,,,,,,,,,,,headquarter,2890,venrex ix general partner,,,,,,first floor office st james house,w8 5hd,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/venrex-ix-general-partner-limited.gbd3psf3r.html,,,,,,,,,,,,,single address,30.76923076923077,False
1104,disney/abc international television,,,,,,111 eighth ave,100115201,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/disneyabc-international-television-inc.usd1phmpe.html,,,,,,,,,,,,,headquarter,4137,finn partners,,,,,,301 e 57th st,100225997,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/finn-partners-inc.usd1auams.html,,,,,,,,,,,,,headquarter,33.333333333333336,False
061bf5df14834eecb7f05391c7b81e3e,allcargo logistics,,,"['Industries', 'Logistics', 'Freight Transport']",,,,,unknown,india,,,,https://www.allcargologistics.com/,"8,390",,,,"1,223 million usd",116 million usd,"2,512 million usd",,,,779 million usd,,,04520588,all about cycling,,,,active,private limited company,"20 redland grove, bristol, bs6 6pt",,unknown,,,28 august 2002,,,,,,,,,,,,,,,93199 - other sports activities,34.285714285714285,False
133,linklaters llp,,,,,,one silk street,ec2y 8hq,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/linklaters-llp.gbd3mnzxz.html,,,,,,,,,,,,,headquarter,4387,terrapinn,,,,,,wren house,ec1n 8el,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/terrapinn-limited.gbd5qjsu3.html,,,,,,,,,,,,,single address,34.78260869565217,False
,benchling,internet software & services,,,,,,,san francisco,united states,,2012.0,4/14/2021,,,$6.1b,,,,,,,,,,,series f,,spoton,fintech,,,,,,,san francisco,united states,,2017.0,5/26/2021,,,$3.6b,,,,,,,,,,,series f,13.33333333333333,False
,gett,auto & transportation,,,,,,,london,united kingdom,,2010.0,5/24/2016,,,$1.5b,,,,,,,,,,,series g,,greensill,fintech,,,,,,,london,united kingdom,,2011.0,7/16/2018,,,$4b,,,,,,,,,,,corporate minority - ii,30.76923076923077,False
3201,aviva international,,,,,,st helens 1 undershaft,ec3p 3dq,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/aviva-international-holdings-limited.gbd6klfvb.html,,,,,,,,,,,,,headquarter,2482,solar century,,,,,,90 union street,se1 0nw,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/solar-century-holdings-limited.gbd3wccri.html,,,,,,,,,,,,,headquarter,31.25,False
,payhawk,fintech,,,,,,,london,united kingdom,,2018.0,2/14/2022,,,$1b,,,,,,,,,,,series b - ii,2893,venrex abc i nominees,,,,,,first floor office st james house,w8 5hd,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/venrex-abc-i-nominees-limited.gbd3pjlx5.html,,,,,,,,,,,,,single address,7.14285714285714,False
2743,chb,,,,,,1 grosvenor place,sw1x 7jh,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/chb-group-limited.gbd8bnwj6.html,,,,,,,,,,,,,headquarter,3001,reach publishing,,,,,,one canada square canary wharf,e14 5ap,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/reach-publishing-group-limited.gbd3yalix.html,,,,,,,,,,,,,headquarter,21.052631578947366,False
2116,airbus americas,,,,,,2550 wasser ter ste 9000,201716128,herndon,united states,virginia(va),,,https://www.info-clipper.com/en/company/united-states/airbus-americas-inc.usd2lvzs6.html,,,,,,,,,,,,,headquarter,,expel,cybersecurity,,,,,,,herndon,united states,,2016.0,11/18/2021,,,$1b,,,,,,,,,,,series e - ii,9.999999999999998,False
2774,bolton,,,,,,via giovanni battista pirelli 0019,20124,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/bolton-group-srl.itd7ahvuw.html,,,,,,,,,,,,,headquarter,1668,logistics reply,,,,,,via castellanza 11,20151,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/logistics-reply-srl.itd7e3s70.html,,,,,,,,,,,,,headquarter,19.047619047619047,False
4024,waste management,,,,,,800 capitol st ste 3000,770022945,houston,united states,texas(tx),,,https://www.info-clipper.com/en/company/united-states/waste-management-inc.usd37whxx.html,,,,,,,,,,,,,headquarter,2083,waste management national,,,,,,800 capitol st ste 3000,770022945,houston,united states,texas(tx),,,https://www.info-clipper.com/en/company/united-states/waste-management-national-services-inc.usd1bmksg.html,,,,,,,,,,,,,headquarter,78.04878048780488,True
,envoy,internet software & services,,,,,,,san francisco,united states,,2020.0,1/11/2022,,,$1.4b,,,,,,,,,,,pre-seed,,zebec,fintech,,,,,,,san francisco,united states,,2021.0,8/29/2022,,,$1b,,,,,,,,,,,seed vc - iv,20.0,False
2179,montagu private equity llp,,,,,,2 more london riverside,se1 2ap,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/montagu-private-equity-llp.gbdcvy3pe.html,,,,,,,,,,,,,headquarter,2305,salesforce uk,,,,,,110 bishopsgate,ec2n 4ay,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/salesforce-uk-limited.gbdc7m7fo.html,,,,,,,,,,,,,headquarter,20.51282051282052,False
3524,collistar,,,,,,via giovanni battista pirelli 19,20124,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/collistar-spa.itd7bv7h9.html,,,,,,,,,,,,,headquarter,2019,qc terme,,,,,,via giuseppe ripamonti 89,20141,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/qc-terme-srl.itd72xp1b.html,,,,,,,,,,,,,headquarter,35.29411764705882,False
2329,bbc studios distribution,,,,,,1 television centre 101 wood lane,w12 7fa,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/bbc-studios-distribution-limited.gbd3hzao0.html,,,,,,,,,,,,,headquarter,1766,the swatch (uk),,,,,,newham dockside 1000 dockside road,e16 2qu,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/the-swatch-group-limited.gbd3h5qrc.html,,,,,,,,,,,,,headquarter,25.64102564102564,False
3801,tenable network security netherlands b.v,,,,,,via ludovisi 16,00187,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/tenable-network-security-netherlands-bv.itd78t80z.html,,,,,,,,,,,,,single address,2579,thai airways international public,,,,,,via barberini 50,187,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/thai-airways-international-public-company-limited.itd77o2zi.html,,,,,,,,,,,,,headquarter,38.35616438356164,False
1331,anacap fp,,,,,,via pietro paleocapa 1,20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/anacap-fp-srl.itd7ai9b3.html,,,,,,,,,,,,,single address,3417,leoch italia,,,,,,via tortona 25,20144,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/leoch-italia-srl.itd79uqoe.html,,,,,,,,,,,,,headquarter,28.57142857142857,False
1154,saldi privati,,,,,,via vincenzo forcella 3,20144,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/saldi-privati-srl.itd7l9cy7.html,,,,,,,,,,,,,headquarter,3476,sequent (italy),,,,,,vicolo santa maria alla porta 1,20123,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/sequent-srl.itd76u2kp.html,,,,,,,,,,,,,headquarter,28.57142857142857,False
