company_id,company_name,trade_name,industry,sector,categories,company_status,company_type,address,postal_code,city,country,state,foundation_year,registration_date,website,rank,market_cap_or_valuation,number_of_employees,ceo,founder,assets,profit_or_net_income,revenue,total_funding_raised,share_price,change_1_day,change_1_year,debts,phone,sic_code,emtak_code,nace_code,facebook,twitter,pinterest,instagram,investors,region,notes_or_description,modified
,pt aesler grup internasional tbk | pt lippo general insurance tbk,,,,,,,,,south jakarta,indonesia,,,,https://disfold.com/company/pt-aesler-grup-internasional-tbk/ | https://disfold.com/company/pt-lippo-general-insurance-tbk/,,rp1.515 trillion | rp1000.00 billion,27 | 357,not found,,,,,,,,,,,,,,,,,,,,,True
,pt metro healthcare indonesia tbk | pt matahari putra prima tbk | pt multi prima sejahtera tbk | pt matahari department store tbk,,,,,,,,,tangerang,indonesia,,,,https://disfold.com/company/pt-multi-prima-sejahtera-tbk/ | https://disfold.com/company/pt-matahari-department-store-tbk/ | https://disfold.com/company/pt-metro-healthcare-indonesia-tbk/ | https://disfold.com/company/pt-matahari-putra-prima-tbk/,,rp17.623 trillion | rp186.73 billion | rp17.974 trillion | rp3.116 trillion,"121 | 993 | 9,032 | 8,320",mr. terence donald o'connor | not found,,,,,,,,,,,,,,,,,,,,,True
,pt mitra pinasthika mustika tbk | pt minna padi investama sekuritas tbk,,,,,,,,,jakarta,indonesia,,,,https://disfold.com/company/pt-mitra-pinasthika-mustika-tbk/ | https://disfold.com/company/pt-minna-padi-investama-sekuritas-tbk/,,rp565.36 billion | rp4.895 trillion,"48 | 1,810",mr. suwito mawarwati | not found,,,,,,,,,,,,,,,,,,,,,True
,pt uni-charm indonesia tbk | pt modern internasional tbk | pt victoria insurance tbk | pt victoria investama tbk | pt sentra food indonesia tbk | pt tourindo guide indonesia tbk | pt nfc indonesia tbk | pt fortune indonesia tbk,,,,,,,,,jakarta selatan,indonesia,,,,https://disfold.com/company/pt-modern-internasional-tbk/ | https://disfold.com/company/pt-tourindo-guide-indonesia-tbk/ | https://disfold.com/company/pt-uni-charm-indonesia-tbk/ | https://disfold.com/company/pt-sentra-food-indonesia-tbk/ | https://disfold.com/company/pt-victoria-investama-tbk/ | https://disfold.com/company/pt-fortune-indonesia-tbk/ | https://disfold.com/company/pt-victoria-insurance-tbk/ | https://disfold.com/company/pt-nfc-indonesia-tbk/,,rp3.792 trillion | rp1.682 trillion | rp251.61 billion | rp77.35 billion | rp5.862 trillion | rp262.68 billion | rp35.08 billion | rp66.06 billion,"1,908 | 163 | 44 | 67 | 100 | 11 | 950 | 35",not found,,,,,,,,,,,,,,,,,,,,,True
,pt multistrada arah sarana tbk | pt mitra keluarga karyasehat tbk,,,,,,,,,bekasi,indonesia,,,,https://disfold.com/company/pt-mitra-keluarga-karyasehat-tbk/ | https://disfold.com/company/pt-multistrada-arah-sarana-tbk/,,rp30.937 trillion | rp37.497 trillion,"8,043 | 2,917",not found,,,,,,,,,,,,,,,,,,,,,True
,pt pratama abadi nusa industri tbk | pt pratama widya tbk | pt gaya abadi sempurna tbk | pt panca budi idaman tbk,,,,,,,,,tangerang,indonesia,,,,https://disfold.com/company/pt-panca-budi-idaman-tbk/ | https://disfold.com/company/pt-pratama-abadi-nusa-industri-tbk/ | https://disfold.com/company/pt-pratama-widya-tbk/ | https://disfold.com/company/pt-gaya-abadi-sempurna-tbk/,,rp845.05 billion | rp1.775 trillion | rp732.66 billion | rp3.178 trillion,"47 | not found | 6 | 4,049",not found,,,,,,,,,,,,,,,,,,,,,True
,pt pelayaran nelly dwi putri tbk | pt pelayaran nasional bina buana raya tbk,,,,,,,,,jakarta pusat,indonesia,,,,https://disfold.com/company/pt-pelayaran-nelly-dwi-putri-tbk/ | https://disfold.com/company/pt-pelayaran-nasional-bina-buana-raya-tbk/,,rp731.54 billion | rp131.21 billion,17 | 60,not found,,,,,,,,,,,,,,,,,,,,,True
,pt kdb tifa finance tbk | pt pool advista finance tbk,,,,,,,,,jakarta selatan,indonesia,,,,https://disfold.com/company/pt-pool-advista-finance-tbk/ | https://disfold.com/company/pt-kdb-tifa-finance-tbk/,,rp245.64 billion | rp1.902 trillion,21 | 84,not found,,,,,,,,,,,,,,,,,,,,,True
,pt pp | pt phapros tbk,,,,,,,,,jakarta,indonesia,,,,https://disfold.com/company/pt-phapros-tbk/ | https://disfold.com/company/pt-pp/,,rp6.072 trillion | rp844.60 billion,"1,815 | 1,312",not found,,,,,,,,,,,,,,,,,,,,,True
,pt sentral mitra informatika tbk | pt central proteina prima tbk | pt tirta mahakam resources tbk | pt protech mitra perkasa tbk,,,,,,,,,jakarta selatan,indonesia,,,,https://disfold.com/company/pt-central-proteina-prima-tbk/ | https://disfold.com/company/pt-tirta-mahakam-resources-tbk/ | https://disfold.com/company/pt-sentral-mitra-informatika-tbk/ | https://disfold.com/company/pt-protech-mitra-perkasa-tbk/,,rp54.64 billion | rp5.425 trillion | rp71.72 billion | rp194.52 billion,"86 | 75 | 23 | 1,823","engineer gafur sulistyo umar eng., m.b.a., mba | not found",,,,,,,,,,,,,,,,,,,,,True
,pt lautan luas tbk | pt puradelta lestari tbk,,,,,,,,,jakarta barat,indonesia,,,,https://disfold.com/company/pt-lautan-luas-tbk/ | https://disfold.com/company/pt-puradelta-lestari-tbk/,,rp8.349 trillion | rp1.187 trillion,"441 | 3,181",not found,,,,,,,,,,,,,,,,,,,,,True
,pt putra rajawali kencana tbk | pt pakuwon jati tbk,,,,,,,,,surabaya,indonesia,,,,https://disfold.com/company/pt-putra-rajawali-kencana-tbk/ | https://disfold.com/company/pt-pakuwon-jati-tbk/,,rp23.703 trillion | rp298.89 billion,"2,561 | 25",not found,,,,,,,,,,,,,,,,,,,,,True
,pt resource alam indonesia tbk | pt cipta selera murni tbk,,,,,,,,,jakarta pusat,indonesia,,,,https://disfold.com/company/pt-cipta-selera-murni-tbk/ | https://disfold.com/company/pt-resource-alam-indonesia-tbk/,,rp2.106 trillion | rp2.407 trillion,378 | not found,not found,,,,,,,,,,,,,,,,,,,,,True
,pt saratoga investama sedaya tbk | pt sarana meditama metropolitan tbk,,,,,,,,,jakarta,indonesia,,,,https://disfold.com/company/pt-saratoga-investama-sedaya-tbk/ | https://disfold.com/company/pt-sarana-meditama-metropolitan-tbk/,,rp5.331 trillion | rp36.266 trillion,"1,614 | 62",mr. jusup halimi | not found,,,,,,,,,,,,,,,,,,,,,True
,pt sepatu bata tbk | pt djasa ubersakti tbk,,,,,,,,,jakarta selatan,indonesia,,,,https://disfold.com/company/pt-djasa-ubersakti-tbk/ | https://disfold.com/company/pt-sepatu-bata-tbk/,,rp708.50 billion | rp163.30 billion,84 | 387,not found,,,,,,,,,,,,,,,,,,,,,True
,pt bisi international tbk | pt siantar top tbk | pt trias sentosa tbk,,,,,,,,,sidoarjo,indonesia,,,,https://disfold.com/company/pt-siantar-top-tbk/ | https://disfold.com/company/pt-bisi-international-tbk/ | https://disfold.com/company/pt-trias-sentosa-tbk/,,rp9.137 trillion | rp4.000 trillion | rp1.853 trillion,"776 | 1,159 | 2,321",not found,,,,,,,,,,,,,,,,,,,,,True
,pt smartfren telecom tbk | pt sentul city tbk,,,,,,,,,jakarta,indonesia,,,,https://disfold.com/company/pt-smartfren-telecom-tbk/ | https://disfold.com/company/pt-sentul-city-tbk/,,rp20.271 trillion | rp3.517 trillion,"2,783 | 344",not found,,,,,,,,,,,,,,,,,,,,,True
,pt shield on service tbk | pt soechi lines tbk,,,,,,,,,jakarta pusat,indonesia,,,,https://disfold.com/company/pt-shield-on-service-tbk/ | https://disfold.com/company/pt-soechi-lines-tbk/,,rp1.448 trillion | rp270.07 billion,24 | 263,not found,,,,,,,,,,,,,,,,,,,,,True
,pt sumber energi andalan tbk | pt energi mega persada tbk,,,,,,,,,jakarta,indonesia,,,,https://disfold.com/company/pt-energi-mega-persada-tbk/ | https://disfold.com/company/pt-sumber-energi-andalan-tbk/,,rp474.63 billion | rp1.779 trillion,422 | 1,mr. syailendra surmansyah bakrie | not found,,,,,,,,,,,,,,,,,,,,,True
,pt super energy tbk | pt slj global tbk | pt sumber global energy tbk,,,,,,,,,jakarta selatan,indonesia,,,,https://disfold.com/company/pt-super-energy-tbk/ | https://disfold.com/company/pt-sumber-global-energy-tbk/ | https://disfold.com/company/pt-slj-global-tbk/,,rp2.958 trillion | rp199.35 billion | rp4.291 trillion,262 | 199 | 51,not found,,,,,,,,,,,,,,,,,,,,,True
,pt suparma tbk | pt sekar laut tbk,,,,,,,,,surabaya,indonesia,,,,https://disfold.com/company/pt-suparma-tbk/ | https://disfold.com/company/pt-sekar-laut-tbk/,,rp1.199 trillion | rp2.154 trillion,"731 | 2,093",not found,,,,,,,,,,,,,,,,,,,,,True
,pt supra boga lestari tbk | pt sitara propertindo tbk,,,,,,,,,west jakarta,indonesia,,,,https://disfold.com/company/pt-supra-boga-lestari-tbk/ | https://disfold.com/company/pt-sitara-propertindo-tbk/,,rp503.48 billion | rp2.314 trillion,917 | 5,not found,,,,,,,,,,,,,,,,,,,,,True
,pt samudera indonesia tbk | pt surya toto indonesia tbk,,,,,,,,,jakarta barat,indonesia,,,,https://disfold.com/company/pt-surya-toto-indonesia-tbk/ | https://disfold.com/company/pt-samudera-indonesia-tbk/,,rp2.358 trillion | rp2.312 trillion,"3,771 | 4,014",not found,,,,,,,,,,,,,,,,,,,,,True
,pt tigaraksa satria tbk | pt asuransi jasa tania tbk,,,,,,,,,south jakarta,indonesia,,,,https://disfold.com/company/pt-tigaraksa-satria-tbk/ | https://disfold.com/company/pt-asuransi-jasa-tania-tbk/,,rp6.475 trillion | rp87.60 billion,"2,089 | 182",not found,,,,,,,,,,,,,,,,,,,,,True
,pt tembaga mulia semanan tbk | pt total bangun persada tbk,,,,,,,,,jakarta barat,indonesia,,,,https://disfold.com/company/pt-total-bangun-persada-tbk/ | https://disfold.com/company/pt-tembaga-mulia-semanan-tbk/,,rp617.13 billion | rp996.07 billion,571 | 283,not found,,,,,,,,,,,,,,,,,,,,,True
,pt barito pacific tbk | pt transcoal pacific tbk,,,,,,,,,jakarta,indonesia,,,,https://disfold.com/company/pt-transcoal-pacific-tbk/ | https://disfold.com/company/pt-barito-pacific-tbk/,,rp82.174 trillion | rp52.817 trillion,"not found | 3,119",not found,,,,,,,,,,,,,,,,,,,,,True
,pt star pacific tbk | pt tunas alfin tbk,,,,,,,,,tangerang,indonesia,,,,https://disfold.com/company/pt-star-pacific-tbk/ | https://disfold.com/company/pt-tunas-alfin-tbk/,,rp295.07 billion | rp427.69 billion,"1,280 | 5",not found,,,,,,,,,,,,,,,,,,,,,True
,pt wijaya karya bangunan gedung tbk | pt wijaya karya beton tbk,,,,,,,,,jakarta,indonesia,,,,https://disfold.com/company/pt-wijaya-karya-bangunan-gedung-tbk/ | https://disfold.com/company/pt-wijaya-karya-beton-tbk/,,rp1.771 trillion | rp1.900 trillion,"574 | 1,382",not found,,,,,,,,,,,,,,,,,,,,,True
,pt. indah prakasa sentosa tbk | pt. map boga adiperkasa tbk,,,,,,,,,jakarta,indonesia,,,,https://disfold.com/company/pt-indah-prakasa-sentosa-tbk/ | https://disfold.com/company/pt-map-boga-adiperkasa-tbk/,,rp3.387 trillion | rp938.44 billion,"193 | 5,251",not found,,,,,,,,,,,,,,,,,,,,,True
,pt. verena multi finance tbk | pt. mitra adiperkasa tbk | pt. media nusantara citra tbk,,,,,,,,,jakarta pusat,indonesia,,,,https://disfold.com/company/pt-media-nusantara-citra-tbk/ | https://disfold.com/company/pt-verena-multi-finance-tbk/ | https://disfold.com/company/pt-mitra-adiperkasa-tbk/,,rp621.76 billion | rp14.854 trillion | rp13.029 trillion,"19,450 | 594 | 6,371",not found,,,,,,,,,,,,,,,,,,,,,True
,public joint stock best efforts bank | public joint stock rosbank | public joint-stock pharmacy chain 36.6 | public joint stock abrau-durso | public joint stock united aircraft | public joint stock research and production united wagon | public joint stock npo nauka | public joint stock rbc | public joint stock united credit | public joint stock | public joint stock rusolovo | public joint stock polyus | public joint stock of companies tns energo | public joint stock gazprom | public joint stock mostotrest | public joint stock nauka-telecom | public joint stock globaltruck management | public joint-stock the likhachov plant | public joint stock rosinter restaurants | public joint stock moscow city telephone network | public joint-stock investment ic russ-invest | public joint-stock unipro | public joint stock bank uralsib,,,,,,,,,moscow,russia,,,,https://disfold.com/company/public-joint-stock-company-united-aircraft-corp/ | https://disfold.com/company/public-joint-stock-company-abrau-durso/ | https://disfold.com/company/public-joint-stock-company-best-efforts-bank/ | https://disfold.com/company/public-joint-stock-company-polyus/ | https://disfold.com/company/public-joint-stock-company-rbc/ | https://disfold.com/company/public-joint-stock-company-npo-nauka/ | https://disfold.com/company/public-joint-stock-company-pharmacy-chain-366/ | https://disfold.com/company/public-joint-stock-company-united-credit-systems/ | https://disfold.com/company/public-joint-stock-company-mostotrest/ | https://disfold.com/company/public-joint-stock-company-bank-uralsib/ | https://disfold.com/company/public-joint-stock-company-group-of-companies-tns-energo/ | https://disfold.com/company/public-joint-stock-company-ingrad/ | https://disfold.com/company/public-joint-stock-company-rosinter-restaurants-holding/ | https://disfold.com/company/public-joint-stock-company-moscow-city-telephone-network/ | https://disfold.com/company/public-joint-stock-company-investment-company-ic-russ-invest/ | https://disfold.com/company/public-joint-stock-company-globaltruck-management/ | https://disfold.com/company/public-joint-stock-company-the-likhachov-plant/ | https://disfold.com/company/public-joint-stock-company-rusolovo/ | https://disfold.com/company/public-joint-stock-company-unipro/ | https://disfold.com/company/public-joint-stock-company-chelyabinsk-pipe-rolling-plant/ | https://disfold.com/company/public-joint-stock-company-gazprom/ | https://disfold.com/company/public-joint-stock-company-rosbank/ | https://disfold.com/company/public-joint-stock-company-nauka-telecom/ | https://disfold.com/company/public-joint-stock-company-research-and-production-corp-united-wagon-company/,,₽115.46 billion | not found | ₽9.65 billion | ₽2.95 billion | ₽16.89 billion | ₽10.20 billion | ₽931.3 million | ₽94.06 billion | $24.02 billion | ₽114.48 billion | ₽15.21 billion | ₽61.65 billion | ₽1.16 billion | ₽153.73 billion | ₽355.0 million | ₽24.20 billion | ₽24.11 billion | ₽24.69 billion | ₽4.76 billion | ₽341.90 billion | ₽8.57 billion | ₽95.99 billion | ₽2.22 billion | ₽6.02 billion,"1,855 | not found | 8,528 | 4,355 | 477,600 | 70 | 62",ms. margarita kosteeva | mr. evgeny vladislavovich merkulov | mr. oleg evgenievich aksyutin | not found | mr. timofey vladimirovich khryapov | ms. elizaveta anatolyevna markunina | mr. maxim gennadyevich shirokov | mr. albert timurovich gilmanov | mr. nikolay p. molibog | mr. igor korytko | mr. ilya andreevich polyakov,,,,,,,,,,,,,,,,,,,,,True
,public joint stock | public joint stock magnit,,,,,,,,,krasnodar,russia,,,,https://disfold.com/company/public-joint-stock-company-magnit/ | https://disfold.com/company/public-joint-stock-company-tns-energo-kuban/,,₽1.96 billion | ₽450.08 billion,"357,000 | not found",mr. jan gezinus dunning | not found,,,,,,,,,,,,,,,,,,,,,True
,public joint stock yakutsk fuel and energy | public joint stock yakutskenergo,,,,,,,,,yakutsk,russia,,,,https://disfold.com/company/public-joint-stock-company-yakutsk-fuel-and-energy-company/ | https://disfold.com/company/public-joint-stock-company-yakutskenergo/,,₽95.18 billion | ₽2.54 billion,307 | not found,not found | mr. leonid semenovich chugunov,,,,,,,,,,,,,,,,,,,,,True
,public joint-stock interregional distribution grid of the north-west | public joint-stock | public joint stock zvezda,,,,,,,,,saint petersburg,russia,,,,https://disfold.com/company/public-joint-stock-company-pharmsynthez/ | https://disfold.com/company/public-joint-stock-company-zvezda/ | https://disfold.com/company/public-joint-stock-company-interregional-distribution-grid-company-of-the-north-west/,,₽2.16 billion | ₽3.38 billion | ₽1.36 billion,"14,054 | not found | 1,215",not found,,,,,,,,,,,,,,,,,,,,,True
,public joint stock | public joint-stock asko-strakhovanie,,,,,,,,,chelyabinsk,russia,,,,https://disfold.com/company/public-joint-stock-company-ashinskiy-metallurgical-works/ | https://disfold.com/company/public-joint-stock-company-asko-strakhovanie/,,₽10.03 billion | ₽3.06 billion,966 | not found,not found,,,,,,,,,,,,,,,,,,,,,True
,public joint-stock commercial bank primorye | public joint stock far-eastern energy,,,,,,,,,vladivostok,russia,,,,https://disfold.com/company/public-joint-stock-company-far-eastern-energy-company/ | https://disfold.com/company/public-joint-stock-commercial-bank-primorye/,,₽17.21 billion | ₽8.95 billion,832 | not found,not found,,,,,,,,,,,,,,,,,,,,,True
,public joint-stock territorial generation no.2 | public joint stock tns energo yaroslavl,,,,,,,,,yaroslavl,russia,,,,https://disfold.com/company/public-joint-stock-company-tns-energo-yaroslavl/ | https://disfold.com/company/public-joint-stock-company-territorial-generation-company-no2/,,₽3.84 billion | ₽2.93 billion,546 | not found,mr. alexander simanovsky | not found,,,,,,,,,,,,,,,,,,,,,True
,public joint-stock tns energo nizhny novgorod | public joint stock gaz,,,,,,,,,nizhny novgorod,russia,,,,https://disfold.com/company/public-joint-stock-company-tns-energo-nizhny-novgorod/ | https://disfold.com/company/public-joint-stock-company-gaz/,,₽7.02 billion | ₽6.56 billion,910 | not found,not found,,,,,,,,,,,,,,,,,,,,,True
,public joint-stock tns energo rostov-on-don | public joint stock,,,,,,,,,rostov-on-don,russia,,,,https://disfold.com/company/public-joint-stock-company-rosseti-south/ | https://disfold.com/company/public-joint-stock-company-tns-energo-rostov-on-don/,,₽5.27 billion | ₽4.81 billion,not found,mr. boris borisovich ebzeev | not found,,,,,,,,,,,,,,,,,,,,,True
4411 | 1605,publicis media,,,,,,,24 percy street,w1t 2bs,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/publicis-media-limited.gbd3obx2q.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,pure gold mining | goldmining,,,,,,,,,vancouver,canada,,,,https://disfold.com/company/pure-gold-mining-inc/ | https://disfold.com/company/goldmining-inc/,,c$302.0 million | £99.7 million,245 | 22,"mr. troy j. fierro | mr. david a. garofalo b.com., b.comm, c.a., c.p.a., icd.d",,,,,,,,,,,,,,,,,,,,,True
3469 | 323,qarson,,,,,,,lootsa tn 2b,11415,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/qarson-holding-ou.eed9cptku.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3121 | 2509,gcube underwriting | qbe underwriting,gcube | ,,,,,,155 fenchurch street | plantation place 30 fenchurch street,ec3m 3bd | ec3m 6al,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/gcube-underwriting-limited.gbde5p12q.html | https://www.info-clipper.com/en/company/united-kingdom/qbe-underwriting-limited.gbd4sy0rd.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
2022 | 2019,qc terme | qc terme roma,,,,,,,via giuseppe ripamonti 89,20141,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/qc-terme-roma-srl.itd74ntex.html | https://www.info-clipper.com/en/company/italy/qc-terme-srl.itd72xp1b.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,qingdao haier biomedical | qingdao gaoce | qingdao tgood electric,,,,,,,,,qingdao,china,,,,https://disfold.com/company/qingdao-haier-biomedical-co-ltd/ | https://disfold.com/company/qingdao-gaoce-technology-co-ltd/ | https://disfold.com/company/qingdao-tgood-electric-co-ltd/,,cn¥19.40 billion | cn¥11.23 billion | cn¥22.55 billion,"7,643 | 1,879 | 1,165",not found,,,,,,,,,,,,,,,,,,,,,True
,qnb finansbank a.s | qnb finans finansal kiralama,,,,,,,,,istanbul,turkey,,,,https://disfold.com/company/qnb-finans-finansal-kiralama-as/ | https://disfold.com/company/qnb-finansbank-as/,,₺139.93 billion | ₺8.16 billion,"122 | 12,345",not found | mr. osman omur tan,,,,,,,,,,,,,,,,,,,,,True
2628 | 4620,qolsys,,,,,,,1900 the alameda ste 400,951261437,san jose,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/qolsys-inc.usd11ok6d.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,qtc energy | ptg energy | wp energy,,,,,,,,,bangkok,thailand,,,,https://disfold.com/company/wp-energy-public-company-ltd/ | https://disfold.com/company/qtc-energy-public-company-ltd/ | https://disfold.com/company/ptg-energy-public-company-ltd/,,฿2.27 billion | ฿2.62 billion | ฿22.35 billion,not found,not found | mr. pitak ratchakitprakarn,,,,,,,,,,,,,,,,,,,,,True
1419 | 1416,qualcomm incorporated | qualcomm international, | qualcomm,,,,,,5775 morehouse dr,921211714,san diego,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/qualcomm-international-inc.usd9zix5u.html | https://www.info-clipper.com/en/company/united-states/qualcomm-incorporated.usd2dy270.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,qualicorp consultoria e corretora de seguros | alper consultoria e corretora de seguros,,,,,,,,,sao paulo,brazil,,,,https://disfold.com/company/alper-consultoria-e-corretora-de-seguros-sa/ | https://disfold.com/company/qualicorp-consultoria-e-corretora-de-seguros-sa/,,r$568.5 million | r$4.49 billion,"2,308 | 632",mr. bruno blatt | mr. marcos aurã©lio couto,,,,,,,,,,,,,,,,,,,,,True
,quality houses property fund | quality hospitality leasehold property fund,,,,,,,,,bangkok,thailand,,,,https://disfold.com/company/quality-hospitality-leasehold-property-fund/ | https://disfold.com/company/quality-houses-property-fund/,,฿424.9 million | ฿8.45 billion,not found,not found,,,,,,,,,,,,,,,,,,,,,True
,webflow careers | quid careers | wideorbit careers | topfunnel careers | quizlet careers | aptible careers | spoke careers | quip careers,,e-learning | computer software,e-learning | computer software,,,,,,san francisco,ca,,2014.0 | 2017.0 | 2012.0 | 2010.0 | 2015.0 | 1999.0 | 2016.0,,www.quid.com | quip.com | quizlet.com | www.aptible.com | www.wideorbit.com | www.topfunnel.com | www.atspoke.com | www.webflow.com,,,"1 to 50 employees | 51 to 200 employees | 501 to 1,000 employees",,,,,,,,,,,,,,,,,,,,,,True
3755 | 988,quilter international,,,,,,,king edward bay house king edward road onchan,im99 1nu,isle of man,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/quilter-international-holdings-limited.gbd3td344.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
2725 | 2722,quilter business | quilter investors,,,,,,,senator house 85 queen victoria street | 70 victoria street,sw1e 6sq | ec4v 4ab,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/quilter-investors-limited.gbd3o8bah.html | https://www.info-clipper.com/en/company/united-kingdom/quilter-business-services-limited.gbd4sb2zn.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3793 | 1870,r/ga media,interpublic group of companies,,,,,,450 w 33rd st 12th fl,100012610,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/rga-media-group-inc.usd1dgc0g.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3439 | 1640,rackspace global,,,,,,,1 fanatical pl city of windcrest,782182179,san antonio,united states,texas(tx),,,https://www.info-clipper.com/en/company/united-states/rackspace-technology-global-inc.usddposb4.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1637 | 3435,rackspace us,,,,,,,1 fanatical pl,782182179,windcrest,united states,texas(tx),,,https://www.info-clipper.com/en/company/united-states/rackspace-us-inc.usd1d99c8.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3795 | 950,radar concerti,,,,,,,via teodosio 65,20131,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/radar-concerti-srl.itd7a7he1.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
305 | 3487,radiodetection,,,,,,,western drive,bs14 0af,bristol,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/radiodetection-limited.gbd3lemlv.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,raffles interior | raffles education | raffles medical | raffles infrastructure,,,,,,,,,singapore,singapore,,,,https://disfold.com/company/raffles-infrastructure-holdings-ltd/ | https://disfold.com/company/raffles-education-corp-ltd/ | https://disfold.com/company/raffles-medical-group-ltd/ | https://disfold.com/company/raffles-interior-ltd/,,s$2.16 billion | s$52.2 million | hk$107.0 million | s$93.7 million,"2,700 | 6 | not found | 355",mr. boon par chua | dr. choon yong loo | mr. hua seng chew | mr. tzong min chiu,,,,,,,,,,,,,,,,,,,,,True
287 | 3434,raglor,,,,,,,laki poik 6,12918,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/raglor-ou.eedapczvl.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3649 | 503,rail baltic estonia,,,,,,,endla tn 16,10142,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/rail-baltic-estonia-ou.eed8d6dx1.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
1727 | 4540,rainmaking,,,,,,,"4th floor silverstream house, 45 fitzroy street",w1t 6eb,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/rainmaking-ltd.gbd3kt48p.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
,rakuten | askul | raksul | rakus,,,,,,,,,tokyo,japan,,,,https://disfold.com/company/rakus-co-ltd/ | https://disfold.com/company/askul-corp/ | https://disfold.com/company/rakuten-inc/ | https://disfold.com/company/raksul-inc/,,¥1.449 trillion | ¥164.04 billion | ¥86.54 billion | ¥315.07 billion,"327 | 3,297 | 1,612 | 23,841",mr. akira yoshioka | mr. yasukane matsumoto | not found | mr. hiroshi mikitani,,,,,,,,,,,,,,,,,,,,,True
,rashmi metaliks | rashmi,,metals & mining,metals & mining,,,private,,,kolkata,india,,2004 (19 yrs old) | 1966 (57 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
1372 | 4162,raymond gubbay,,,,,,,1 ely place,ec1n 6ry,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/raymond-gubbay-limited.gbdcr6215.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3806 | 1033,rb uk commercial,,,,,,,103-105 bath road,sl1 3uh,slough,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/rb-uk-commercial-limited.gbd3mu5bz.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4257 | 2304,rc lonestar,,,,,,,100 brodhead rd ste 230,180178935,bethlehem,united states,pennsylvania(pa),,,https://www.info-clipper.com/en/company/united-states/rc-lonestar-inc.usdda041j.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,realtek semiconductor | winstek semiconductor | holtek semiconductor,,,,,,,,,hsinchu city,taiwan,,,,https://disfold.com/company/realtek-semiconductor-corp/ | https://disfold.com/company/holtek-semiconductor-inc/ | https://disfold.com/company/winstek-semiconductor-co-ltd/,,tw$26.32 billion | tw$4.47 billion | tw$216.92 billion,not found,mr. kuo-jong chern | not found,,,,,,,,,,,,,,,,,,,,,True
7 | 3155,recticel,,,,,,,peterburi tee 48a,11415,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/recticel-ou.eed8uixf6.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
922 | 2027 | 2024 | 3667,red bull powertrains | red bull powertrains 2026 | red bull,,,,,,,"building 8 bradbourne drive, tilbrook | building 1 bradbourne drive, tilbrook | building 8 11 bradbourne drive, tilbrook",mk7 8at | mk7 8be | mk7 8bj,milton keynes,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/red-bull-powertrains-limited.gbd3rkfy5.html | https://www.info-clipper.com/en/company/united-kingdom/red-bull-technology-limited.gbdc8a4sw.html | https://www.info-clipper.com/en/company/united-kingdom/red-bull-powertrains-2026-limited.gbd3sbk2y.html,,,,,,,,,,,,,,,,,,,,,,,,single address | headquarter,False
